proposition,auteur,age
"Il faut réduire le trafic aérien (restreindre vols domestiques, ne plus encourager le tourisme de masse, taxer en fonction de la pollution)",Pascale,
Il faut proposer aux pays du Magreb des partenariats industriels textile ou autres beaucoup plus importants pour remplacer ceux avec l'Asie.,Sylvie,65
"Il faut repenser des espaces publics plus propres, plus hygiéniques, ne plus accepter que ce soit secondaire à cause du coût.",Patrice,
"Il faut arrêter de fixer le prix des produits/services selon le lieu d'habitation, un produit/service à un prix fixe quelque soit l'acheteur",Nuria,
"Il faut un salaire universel supérieur au salaire moyen, sans contre-partie, pour inverser le rapport employé/employeur",Vanessa,
Il faut automatiser de bout en bout le transport de petites marchandises.,Claire,
Il faut interdire les cirques avec animaux ,Claire,26
"Il faut que les zoos ne possèdent que des espèces en voie de disparition, les autres n'ont rien à y faire",Marie-Christine,51
"Il faut en finir avec l'élevage intensif, et privilégier un élevage respectueux du bien-être animal",laurence,50
Il faut manger du saucisson français,Antoine,
Il faut taxer fortement l'importation du soja afin d’accélérer la disparition de l'élevage intensif.,Fabrice ,45
Il faut punir l'incivilité environnementale comme en Suisse.,Lu0704JuMa80,
Il faut plafonner les revenus des valeurs mobilières et certains salaires.,Catherine,
"Il faut interdire le commerce des animaux (animaleries, marchés d'animaux sauvages, peaux et produits dérivés des animaux...)",Sophie,
"Il faut recréer des usines de fabrication en France, dans différents domaines de métiers, pour relancer l'économie ",Sarah,
Il faut consigner absolument les bouteilles plastiques pour en garantir le recyclage comme en Allemagne.,Teddy,
Il faut fermer la grande distribution pour limiter la surconsommation de masse et la pression sur les producteurs ,David,
"Il faut arrêter la chasse qui est nuisible pour la biodiversité, les Hommes. Cela n'a plus lieu d'être.",Caroline,
"Il faut que les politiciens arrêtent d'imposer leurs décisions au peuple en ce qui le concerne de près, santé, éducation, travail, libertés.",Yveline,67
Il faut que la Banque Centrale Européenne annule les dettes souveraines des Etats européens,AC,
Il faut interdire l'élevage intensif et s'attacher au bien-être animal.,Anne-Marie,54
"Il faut une éthique antispéciste qui accorde une considération égale aux intérêts de tous les êtres vivants, donc des animaux également.",Noemie,
Il faut conditionner les aides aux entreprises à des obligations environnementales et sociales.,Julie,41
"Il faut développer les commerces de base coopératifs, sans but lucratif, pour faire vivre les employés et offrir une prestation de qualité.",luc,80
Il faut avoir une alimentation bio/locale : municipalisation de la nourriture et offre de panier végétal de base aux citoyen-ne-s,john,
Il faut développer les transports alternatifs aux voitures en obligeant les maires à construire de vraies pistes cyclables,Enaphets,
"Il faut cesser l’élevage intensif, générateur de pollution et de souffrance animale",Sophie,59
Il faut repenser la taxe carbone pour imposer plus fortement les entreprises qui polluent ,Yann,
"Il faut former pour la mesure des besoins et de leurs impacts sur l'économie, le social, l'environnement ...",Jacques,
Il faut le vote par approbation qui est plus démocratique.,océane,
"Il faut impérativement revoir notre alimentation, aller vers le végétal et arrêter l'exploitation des animaux, veaux, agneaux, etc...",Brigitte,
Il faut réfléchir à notre avenir ensemble,Amélie ,35
Il faut planter de nombreux arbres.,Dorothee,
Il faut un système de bonus malus sur les dividendes afin de favoriser les investissements vertueux et écologiques,François,
Il faut généraliser les espaces de co-working pour tous les commerces de services.,Marguerite,41
"Il faut aider les entreprises qui embauchent des travailleurs handicapés, plus sérieusement qu'aujourd'hui.  ",Noëlla-Joëlle,
Il faut intégrer la Chine politico-économiquement si et seulement si elle se démocratise et développe des pratiques d'hygiène normales,Fred,
Il faut rétablir les consignes ,Sophie,
Il faut trouver une énergie alternative au pétrole propre et performante pour le transport telle que l'hydrogène. ,Richard,
Il faut demander aux artistes musicaux de nous écrire des chansons pour la paix....,fabien,
Il faut que l'écologie devienne une matière enseignée durant toute la scolarité. Avec chaque année un projet à mener pour une classe,Philippe,65
Il faut arrêter les élevages d'animaux intensifs,Camille,
"Il faut que les politiques de relance monétaire ne passent pas par les banques privées, mais bénéficient directement à l'économie réelle.",Antoine,
Il faut préserver les droits acquis des salariés et rester vigilants contre les tentations de les rogner au prétexte de la crise économique,Stéphane,47
Il faut interdire  le  démarchage  téléphonique  abusif .,christian,66
Il faut inscrire dans la constitution le respect de l'écologie dans toute décision politique.,Frederique,46
Il faut bannir à tout prix les emballages plastiques non recyclables des produits que nous achetons,Marie-Aude,
"Il faut stopper ce qui est nuisible pour la nature et pour l'humain, élevage et agriculture intensive, énergies fossiles. Relocalisons tout ",franco,
Il faut créer un conseil de citoyens tirés au sort pour décider ensemble des grands projets de la ville (budget) =démocratie participative,Tania,
Il faut réinventer l’aménagement du territoire. Le modèle de développement autour mégapoles est générateur de fléaux socio/environnementaux,Sandrine,
Il faut instaurer un service civique obligatoire.,Loïs,
Il faut limiter le nombre d'enfant à 2 par femme ou bien sur-taxer ceux qui décident d'en faire plus car ils ont un coût pour la société,Marie,
"Il faut donner un justificatif d'identité à toute personne présente en Europe et lui permettre ainsi de travailler légalement, en sécurité",Olivier,52
"Il faut une communication plus ""positive"" et moins culpabilisante pour encourager les moyens de mobilité douce, type le vélo électrique.",Julie,29
"Il faut supprimer les publicités à la place d'une éducation citoyenne, de sagesse et de simplicité. Arrêter de nous créer des envies.",Michael,
"Il faut que les militaires, en dehors de leur mission, soient mis à disposition de la société civile (hôpitaux, etc...) ",Beryl,
Il faut arrêter cette mondialisation à outrance  et réintroduire en France les industries indispensables à notre autonomie et notre santé .,marie pierre,67
Il faut former les citoyen.ne.s en intégrant les enjeux écologiques et de solidarité dans toutes les formations de l'enseignement supérieur.,REFEDD,
"Il faut mettre le critère du respect de l'environnement en 1ère ligne : rating des entreprises, des produits, des services, des communes...",Nuria,
Il faut enseigner la protection de l’environnement dès la petite section de maternelle,Carole,67
Il faut rendre les métiers de soignants plus attractifs en valorisant le salaire et en améliorant les conditions de travail ,Valentin,
Il faut intégrer dans les programmes scolaires les connaissances relatives à l'utilité et au respect de la faune et la flore.,ProGaïa,
"Il faut interdire les surfaces imperméables (béton et enrobé) chez les particuliers, entreprises et augmenter la végétalisation.",Marc,
Il faut protéger nos forêts qui restent et planter des arbres selon les biologistes dans des lieux favorables où la terre n'est pas polluée,fafa,40
Il faut obliger les industriels a veiller que leur fournisseurs respectent la nature et les hommes.,Julie,35
Il faut promouvoir le mode de vie en habitat inclusif basé sur un projet social d'entraide et de solidarité entre voisins avec les seniors,Philippe-André,62
Il faut proposer de nouveaux emplois en télétravail et orienter les anciens salariés d’entreprise vers une reconversion professionnelle ,Maroua,
Il faut créer des jardins potagers dans les copropriétés et remettre les jardins d'ouvriers pour recréer une autonomie. ,Valérie ,
Il faut redéfinir les règles de l'OMC ,Fabrice,51
"Il faut une réduction importante des déplacements, (p exple jours en télétravail, visio-réunions) et obliger entreprises et administrations,",Olivier,
Il faut valoriser les produits de saison et locaux auprès du consommateur et l'inciter à les consommer,Marjorie,
Il faut développer des systèmes de transport écologique pour les écoles.,Anne-Marie,54
Il faut éviter la 5G et le vaccin à puce.,Tessa,
"Il faut tester des méthodes type ""revenu universel"" sur des territoires pour étudier les impacts sur les inégalités et l'utilité sociale",Loic,
Il faut se reconnecter à la nature et prendre conscience que tout est interdépendant et soumis à un équilibre fragile que l’homme a rompu.,Yoann,27
Il faut préparer notre tissu industriel à de potentielles ruptures d'approvisionnement des importations (y compris en pétrole),Guilhem,31
Il faut intégrer le bénévolat à l'école pour casser les barrières sociales et donner un sentiment d'utilité et d'intégration aux jeunes.,Francoise,48
Il faut généraliser les SEL,Mayato,
Il faut changer nos modes de consommation : toujours favoriser l'économie sociale et solidaire et  l'économie circulaire. ,Marianne,
"Il faut développer une éducation éco-citoyenne basée sur le savoir-être, l'autonomie, l'auto-discipline, la bienveillance et l'encouragement",Lucie,
"Il faut fleurir les espaces privés et publics, restreindre la bétonisation et végétaliser les villes pour sauver les abeilles !",Suzanne,
Il faut mettre le respect au cœur de nos principes. Le respect envers ceux qui nous entourent et envers soi-même. Unis dans nos unicités.,ahdes0600,23
"Il faut supprimer les avantages fiscaux aux entreprises, taxer les mauvaises pratiques",laurence,
Il faut soutenir les pédagogies alternatives au même titre que l'éducation nationale,Cathy-anne,
Il faut moduler bien davantage la TVA sur les produits et services selon leur bénéfice ou préjudice social et environnemental.,Auxchamps,
